CONCEDENTE|BENEFICIADO|CONVENIO|DESCRICAO_CONVENIO|CONVENIO_ORIGEM|BANCO|AGENCIA|CONTA|DATA_INICIO|DATA_TERMINO|VALOR|DATA_TRANSACAO|TIPO_CONVENIO|DATA_CELEBRACAO|EMPENHO_REF|VALOR_PARTIDA|VALOR_CONTRAPARTIDA|DESCRICAO_CONCEDENTE|DESCRICAO_BENEFICIADO|ANO|TIPO_BENEFICIADO
510020|00276467000169|001760|REFORMA E RECUPERACAO DA ESCOLA ESTADUAL AFRANIO LAGES, LOCALIZADA NO CEPA, NO MUNICIPIO DE MACEIO/AL. PL MOD TOMADA DE PRECOS N. 65/2005 - T2 - CPL/AL, PROCESSO ADM. N. 00186647/2004.|CT N.13/2006 C|001|00132|93874|2006/04/27|2006/09/26|209604.46|2007/11/07|2|2006/03/23|DESPESA|209604.46|0|SECRETARIA DE ESTADO DA EDUCACAO|FCM ENGENHARIA E INFORMATICA LTDA|2006|PJ
510020|07349469000180|001762|RECUPERACAO E AMPLIACAO DA ESCOLA ESTADUAL ALOISIO ERNANDE BRANDAO - SANTANA DO IPANEMA - AL. PL MOD TOMADA DE PRECOS N.57/2005 - T3- CPL/AL PROC. ADM. N.184138/2005.|CT N.18/2006 C|001|33324|226602|2006/04/03|2006/09/02|692190.13|2007/11/20|2|2006/03/22|DESPESA|692190.13|0|SECRETARIA DE ESTADO DA EDUCACAO|FOCUS CONSTRUCOES LTDA|2006|PJ
510524|12241675000101|001882|APOIO TECNICO FINANC. PARA MELHORIA DOS SERVICOS AMBULATORIAIS/SUS NA UNIDADE MISTA DE QUEBRANGULO, MANUTENCAO CUSTEIO E AMPLIACAO DOS SERVICOS OFERECIDOS|06/2006|104|27359|UNICA|2006/06/29|2007/06/29|120000|2008/06/04|1|2006/06/27|DESPESA|120000|0|FUNDO ESTADUAL DE SAUDE|PREF MUNI QUEBRANGULO|2006|PJ
530538|10823219000144|001749|REFORMA E AMPLIACAO DO TERMINAL RODOVIARIO DE ARAPIRACA. PL MOD. CONCORRENCIA N. 02/2006 - T2 - CPL/AL, PROCESSO ADMINISTRATIVO N. 5501014908/2004.|CT 26/2006  CP|104|08109|0300006368|2006/03/31|2006/09/30|2385183.22|2007/11/01|2|2006/03/27|DESPESA|2385183.22|0|DEPARTAM DE ESTRADAS DE RODAGEM DO EST DE AL|ENENGI- ENPREEND.NAC. DE ENG. IMOBILIA.LTDA|2006|PJ
530538|10823219000144|001812|REFORMA E AMPLIACAO DO TERMINAL RODOVIARIO DE ARAPIRACA / AL. PL MOD. CONCORRENCIA N. 02/2006 - T2-CPL/AL. NF N. 001188 R$ 33302170.|CT 26/2006|104|08109|0300006368|2006/03/31|2006/09/30|2385183.22|2008/01/31|2|2006/03/27|DESPESA|2385183.22|0|DEPARTAM DE ESTRADAS DE RODAGEM DO EST DE AL|ENENGI- ENPREEND.NAC. DE ENG. IMOBILIA.LTDA|2006|PJ
530539|01590935000138|001758|SERVICOS DE RECUPERACAO DA DELEGACIA REGIONAL DE SANTANA DO IPANEMA.  PL MOD CONVITE - N.080/06. PROC. ADM N. 55021595/06|CT N.099/2006|104|00558|0300001834|2006/07/27|2006/10/26|128970.75|2007/11/29|2|2006/07/26|DESPESA|128970.75|0|SERVICOS DE ENGENHARIA DE ALAGOAS S A|CONSTRUTORA ESTRELA LTDA|2006|PJ
530539|05391316000175|001770|SERVICOS DE REFORMA E RECUPERACAO DO PREDIO SEDE DO TATICO INTEGRADO DE GRUPAMENTOS DE RESGATES ESPECIAIS-TIGRE. PL MOD CARTA CONVITE N. 46/06. PROCESSO ADM N. 55021156/06.|CT 60/2006 CPL|104|10200|0300010673|2006/06/08|2006/07/29|147930.6|2007/11/29|2|2006/06/08|DESPESA|147930.6|0|SERVICOS DE ENGENHARIA DE ALAGOAS S A|RUMO EDIFICACOES LTDA|2006|PJ
530538|03318115000117|001819|OBRAS E SERVICOS DE CONSERVACAO ROTINEIRA RODOVIARIA RODOVIAS AL-101/105/413/430/435/465 (21930KM) E (23430KM). PL MOD CONCORRENCIA N.15/2006. NF 903 (R$ 59999995).|CT 125/2006|104|27898|0300003035|2006/11/19|2007/11/18|3930568.06|2008/01/30|2|2006/11/24|DESPESA|3930568.06|0|DEPARTAM DE ESTRADAS DE RODAGEM DO EST DE AL|AMORIM BARRETO  ENGENHARIA LTDA|2006|PJ
530538|12316402000189|001813|RECAPEAMENTO DO ACESSO (RODOVIA AL-110), ENTR. BR-104 / IBATEGUARA, COM EXTENSAO DE 2,10 KM. PL MOD.  TOMADA DE PRECOS N. 35/2006 - T3 - CPL/AL. NF. N.001871 R$14994196.|CT 115/2006|104|23914|0300005301|2006/12/19|2007/02/18|568076.79|2008/01/28|2|2006/12/12|DESPESA|568076.79|0|DEPARTAM DE ESTRADAS DE RODAGEM DO EST DE AL|L.PEREIRA & CIA LTDA|2006|PJ
530538|12316402000189|001822|SERVICOS DE SINALIZACAO HORIZONTAL E VERTICAL NA RODOVIA AL-220, TRECHO ARAPIRACA OLHO D'AGUA DAS FLORES. PL CONVITE N.19/2006-T2-CPL/AL.PROC.55010-27483/2005.ART CREA 093060 18/09/2006. NF N.001829.|CT 53/2006 CPL|341|14654|061958|2006/09/14|2006/12/14|145750|2008/01/31|2|2006/09/11|DESPESA|145750|0|DEPARTAM DE ESTRADAS DE RODAGEM DO EST DE AL|L.PEREIRA & CIA LTDA|2006|PJ
530539|01590935000138|001756|SERVICOS DE REFORMA DE SALAS DE AULAS DA ACADEMIA DE POLICIA MILITAR DE MACEIO/ALAGOAS. PL MOD CONVITE N. 048/06.|CT 062/2006|104|00558|0300001834|2006/06/09|2006/08/08|147791.35|2007/11/29|2|2006/06/08|DESPESA|147791.35|0|SERVICOS DE ENGENHARIA DE ALAGOAS S A|CONSTRUTORA ESTRELA LTDA|2006|PJ
540035|00286352000155|001736|REFORMA E AMPLIACAO DA DELEGACIA DISTRITAL DE CAPELA/AL. PL MOD CONVITE N. 20/2005 - T1 - CPL/AL CONFORME PROCESSO ADMINISTRATIVO N. 2100-6382/2003.|CT N. 76/2006|001|31836|21259|2006/08/17|2006/12/17|138492.61|2007/10/29|2|2006/08/10|DESPESA|138492.61|0|POLICIA CIVIL DO ESTADO DE ALAGOAS|SYSTEMS ENGENHARIA LTDA|2006|PJ
540035|03521089000120|001751|REFORMA E RECUPERACAO DA DELEGACIA REGIONAL DE PENEDO. PL MOD. TOMADA DE PRECOS N. 06/2006 - T2 - CPL/AL. PROCESSO ADM. N. 11011845/2005.|CT N.41/2006 C|001|31836|18165X|2006/07/14|2006/10/13|177688.04|2007/11/01|2|2006/06/27|DESPESA|177688.04|0|POLICIA CIVIL DO ESTADO DE ALAGOAS|CITE-CONSULT. CONSTRUCOES E COM. LTDA_______R|2006|PJ
540037|24467896000181|001748|REFORMA E AMPLIACAO DO HOSPITAL DE CUSTODIA EM MACEIO/AL. PL MOD. CONCORRENCIA N. 09/2005 - T3 - CPL/AL, CONFORME PROCESSO ADM. N. 33001337/2004.|CT N.71/2006 C|104|08400|0300018882|2006/10/20|2007/06/19|1496457.8|2007/10/31|2|2006/09/20|DESPESA|1496457.8|0|SEC DE EST DA MULHER E DOS DIREITOS HUMANOS|C.C.B.ENGENHARIA IND. E COMERCIO LTDA|2006|PJ
530538|04404162000146|001825|CONSTRUCAO DE UM CAIS PARA BALSA NA MARGEM DIREITA DO RIO MANGUABA, NA CIDADE DE PORTO DE PEDRAS/AL.PL MOD CONVITE N. 21/2004.NF N. 004 R$ 2671406.ART N. 080476.|CT 21/2006|104|08400|2200249511|2006/05/30|2006/08/29|107916.98|2008/02/08|2|2006/05/08|DESPESA|107916.98|0|DEPARTAM DE ESTRADAS DE RODAGEM DO EST DE AL|CONSTRUTORA LUZ LTDA|2006|PJ
540033|00286352000155|001734|CONTRATO P OBRAS E SERVICOS DE REFORMA ANTIGO EDIFICIO LUZ, REGISTRO CREA ART16100000104010001702 01/09/06. CONVENIO SENASP/MJ 200/2004. CONCORRENCIA 008/2006-T2-CPL/AL.PROC.3300-842/2005.|CT 069/2006 CP|001|31836|21259|2006/08/08|2007/01/08|1662689.96|2007/10/26|2|2006/08/04|DESPESA|1662689.96|0|SEC DE ESTADO DA SEGURANCA PUBLICA|SYSTEMS ENGENHARIA LTDA|2006|PJ
540035|04068582000107|001831|EXECUTAR OBRAS E SERVICOS DE REFORMA E AMPLIACAO DO PREDIO PARA NOVA SEDE DO TIGRE - LADEIRA DOS MARTIRIOS. DISPENSA DE LICITACAO. NF N. 413 R$18424374 E NF N.416 R$11425454.|CT 64/2006|104|23922|0300009639|2006/09/11|2007/01/10|933523.88|2008/02/14|2|2006/08/31|DESPESA|933523.88|0|POLICIA CIVIL DO ESTADO DE ALAGOAS|R.G.A. ENGENHARIA LTDA.|2006|PJ
540035|00526102000145|001859|OBRAS E SERVICOS DE REFORMA DO PREDIO ONDE FUNCIONA A DELEGACIA DE BOCA DA MATA/AL. RESTOS A PAGAR 2006 RS 5860103.|23/2006 CONVIT|104|08400|0300012051|2006/05/04|2006/08/03|114983.54|2008/04/07|2|2006/04/25|DESPESA|114983.54|0|POLICIA CIVIL DO ESTADO DE ALAGOAS|CAVALCANTE & MOURA ENGENHARIA LTDA|2006|PJ
510020|41186586000108|001761|RECUPERACAO E REFORMA DA ESCOLA ESTADUAL ODETE BOMFIM, LOCALIZADA EM MARIBONDO - AL. PL MOD. CONVITE N. 52/2005 - T2 - CPL/AL. PROC. ADM. N.28001/2005.|CT N.04/2006 C|001|12335|338559|2006/03/29|2006/05/28|81436.62|2007/11/07|2|2006/03/23|DESPESA|81436.62|0|SECRETARIA DE ESTADO DA EDUCACAO|AVBN-PROJ.CONST.CIVIL E COMERCIO LTDA|2006|PJ
510023|01393074000106|001759|CONSTRUCAO DE UM AMBULATORIO 24 HORAS E AMPLIACAO NA CASA DE PARTO (2 ETAPA), EM IBATEGUARA/AL. PL MOD. TOMADA DE PRECOS N.09/2006 - T1 - CPL/AL, CONFORME PROCESSO ADM. N. 2000995/2006.|CT N.52/2006 -|341|15982|191912|2006/07/03|2006/12/02|717506.37|2007/11/07|2|2006/06/28|DESPESA|717506.37|0|SECRETARIA DE ESTADO DA SAUDE|SANCO ENGENHARIA LTDA.|2006|PJ
530538|03318115000117|001821|OBRAS E SERVICOS DE ELIMINACAO DE PONTOS CRITICOS NA ROD AL-101 SUL, TRECHO BARRA SAO MIGUEL/CORURIPE. PL MOD. TOMADA DE PRECOS N. 34/2006. NF N.902 R$   44996377|CT 117/2006|104|27898|0300003035|2006/12/19|2007/03/18|1387970.88|2008/01/30|2|2006/11/08|DESPESA|1387970.88|0|DEPARTAM DE ESTRADAS DE RODAGEM DO EST DE AL|AMORIM BARRETO  ENGENHARIA LTDA|2006|PJ
530538|12316402000189|001817|PAVIMENTACAO EM CBQU DA RODOVIA AL-135, MARAVILHA/OURO BRANCO, TRECHO  URBANO1,5KM. PL TOMADA PRECO N.30/2006-T1-CPL/AL.PROC.N.55010/15133/2006. NOTA FIS-CAL 001847 R$160.120,91 DE 06/11/2006.|CT 102/2006 CP|341|14654|061958|2006/10/03|2007/01/03|820120.28|2008/01/29|2|2006/09/26|DESPESA|820120.28|0|DEPARTAM DE ESTRADAS DE RODAGEM DO EST DE AL|L.PEREIRA & CIA LTDA|2006|PJ
530539|03486715000194|001766|SERVICOS DE REFORMA E AMPLIACAO DA 2. DELEGACIA DE PLANTAO, LOCALIZADA NO SALVADOR LIRA EM MACEIO/AL. PL MOD. CONVITE N. 049/06. PROCESSO ADM. 55021160/06.|CT N. 63/2006|104|15571|0300004908|2006/06/08|2006/07/23|128751.32|2007/11/09|2|2006/06/08|DESPESA|128751.32|0|SERVICOS DE ENGENHARIA DE ALAGOAS S A|IMPRECAR COMERCIO E SERVICOS LTDA|2006|PJ
