CONCEDENTE|BENEFICIADO|CONVENIO|DESCRICAO_CONVENIO|CONVENIO_ORIGEM|BANCO|AGENCIA|CONTA|DATA_INICIO|DATA_TERMINO|VALOR|DATA_TRANSACAO|TIPO_CONVENIO|DATA_CELEBRACAO|EMPENHO_REF|VALOR_PARTIDA|VALOR_CONTRAPARTIDA|DESCRICAO_CONCEDENTE|DESCRICAO_BENEFICIADO|ANO|TIPO_BENEFICIADO
520027|05788199000188|002904|PROJETO FECOEP GERACAO EMPREENDEDORA,ATA 3 REUNIAO,16/06/15,LINHA 68 A 89.ATA40,24/08/15,LINHA 61 A 84,AUTORIZA A TRANSFERENCIA DE R$ 550.000,00 DO MONTANTE DE R$ 2.209.920,00 PARA A DESENVOLVE,PERMIT|TERMO CONTRATO|104|27359|0600016072|2016/07/01|2016/07/01|2209920|2016/07/06|1|2016/02/17|DESPESA|0|2209920|SEC DE ESTADO DO TRABALHO E EMPREGO|GERANEGOCIO LTDA|2016|PJ
520030|01612452000197|002933|GARANTIR SEGURIDADE FINANCEIRA AO AGRICULTOR DO SEMIARIDO ALAGOANO QUE CULTIVA FEIJAO, MILHO, ALGODAO, MANDIOCA E ARROZ EM CASO DE PERDA DE SAFRA POR ESTIAGEM/SECA PROLONGADA OU EXCESSO HIDRICO. VALOR|GARANTIA SAFRA|104|27359|0600710033|2016/10/14|2017/10/14|2131596|2016/12/29|1|2016/10/14|DESPESA|0|2131596|SEC DE EST DA AGRIC PEC.PESCA E AQUICULTURA|MINISTERIO DO DESENVOLVIMENTO AGRARIO|2016|PJ
530541|07365874000191|002913|ESTRUTURACAO FISICA E PEDAGOGICA DO MOBILIARIO E EQUIPAMENTOS DO CENTRO DE FORMACAO E CAPACITACAO ZUMBI DOS PALMARES COM SEDE NO ASSENTAMENTO MILTON SANTOS, S/N, POV. OURICURI, ATALAIA/AL. ITERAL: 157|CONV. N. 002/2|104|27359|11001|2016/08/24|2017/08/24|174674.23|2016/09/21|1|2016/08/24|DESPESA|157206.81|17467.42|INSTITUTO DE TERRAS E REFORMA AGRARIA DE ALAG|CENTRO DE CAPACITACAO ZUMBI DOS PALMARES|2016|PJ
530541|07037504000125|002929|REALIZACAO DE FEIRAS AGRARIAS. PROC. 1500-39617/2016.|CONV COOP TEC.|104|27359|11001|2016/11/25|2017/11/25|102000|2016/12/07|2|2016/11/25|DESPESA|91800|10200|INSTITUTO DE TERRAS E REFORMA AGRARIA DE ALAG|INSTITUTO DE TECNOLOGIA EDUCACAO E CULTURA|2016|PJ
250505|05954790000168|002915|PARCERIA ENTRE A DESENVOLVE E A COOPEAGRO P/ PROMOVER O FORT. DA INSTITUICAO ATRAVES DA AQUIS. DE MAQUINAS E EQUIP. P/ MODERNIZ. DO PARQUE FABRIL. PUB. DOE DE 06/10/2016. PROC. 1500-30422/16, FL 22.|TERMO DE FOMEN|104|27359|0300001402|2016/10/04|2017/04/04|126000|2016/10/07|1|2016/10/04|DESPESA|126000|0|AGENCIA DE FOMENTO DE ALAGOAS|COOP. DOS PEQUENOS AGRICULTORES ORGANIZADOS|2016|PJ
360021|17669893000165|002925|FORMALIZAR PARCERIA COM A ASSOC. PROF. ERICK MAXIMINIANO COM DISPENDIO FINANCEIRO DO ESTADO PARA AS ATIVIDADES DE POL. PUBLICAS. V. MENSAL: R$ 2.000,00; ANUAL R$ 24.000,00. PROC. 1500-33928/2016; DOE|T. DE COLAB. N|104|27359|11001|2016/07/05|2017/07/05|24000|2016/10/31|2|2016/06/21|DESPESA|24000|0|SECRET.DE EST.DE ESPORTE LAZER E JUVENTUDE|ASSOCIACAO PROFESSOR ERIK MAXIMINIANO|2016|PJ
110006|12317467000149|002912|PESQ. DIGITACAO E PUBLICACAO DO VOLUME V DOS ATOS GOVERNAMENTAIS PUBLICADOS  EM JORNAIS ANTERIORES A CRIACAO DO DOE ENTRE 1903 E 1905. ENCADERNACAO DE JORNAIS E LIVROS HISTORICOS DO ACERVO HEMEROTECA|CONV GC/IHGAL|104|27359|11001|2016/08/09|2022/08/09|110000|2016/09/09|1|2016/08/09|DESPESA|100000|10000|GABINETE CIVIL|INSTITUTO HISTORICO E GEOGRAFICO DE ALAGOAS|2016|PJ
520027|05788199000188|002888|PROJETO GERACAO EMPREENDEDORA,PROPORCIONAR AOS JOVENS QUALIFICACAO EM EMPREENDEDORISMO,CRIANDO ALTERNATIVA DE GERACAO DE TRABALHO E RENDA,ATRAVES DE MONTAGEM DE NEGOCIO PROPRIO....PARTE DESTE CONVENIO|CONTRATO 019/1|104|27359|0600016072|2016/02/18|2017/02/18|2209920|2016/02/26|1|2016/02/17|DESPESA|0|2209920|SEC DE ESTADO DO TRABALHO E EMPREGO|GERANEGOCIO LTDA|2016|PJ
530541|07037504000125|002911|REALIZACAO DA FEIRA AGRARIA NO MUNICIPIO DE MACEIO, COM O OBJETIVO DE FORTALECER OS ASSENTAMENTOS E A AGRICULTURA FAMILIAR QUE PASSARAO A TER MERCADO CERTO COM PRECO COMPENSADOR.|CONV.001/2016|104|27359|11001|2016/08/22|2017/08/22|76380|2016/09/02|1|2016/08/22|DESPESA|68742|7638|INSTITUTO DE TERRAS E REFORMA AGRARIA DE ALAG|INSTITUTO DE TECNOLOGIA EDUCACAO E CULTURA|2016|PJ
360021|05960170000131|002921|FORMALIZAR PARCERIA COM A FED. ALAGOANA DE KARATE INTERESTILO COM DISPENDIO FINANCEIRO DO ESTADO PARA AS ATIVIDADES DE POL. PUBLICAS. V. MENSAL: R$ 2.000,00; ANUAL R$ 24.000,00. PROC. 1500-33928/2016;|T. DE COLAB. N|104|27359|11001|2016/07/05|2017/07/05|24000|2016/10/31|2|2016/06/21|DESPESA|24000|0|SECRET.DE EST.DE ESPORTE LAZER E JUVENTUDE|FEDERACAO ALAGOANA DE KARATE INTERISTILO|2016|PJ
