CONCEDENTE|BENEFICIADO|CONVENIO|DESCRICAO_CONVENIO|CONVENIO_ORIGEM|BANCO|AGENCIA|CONTA|DATA_INICIO|DATA_TERMINO|VALOR|DATA_TRANSACAO|TIPO_CONVENIO|DATA_CELEBRACAO|EMPENHO_REF|VALOR_PARTIDA|VALOR_CONTRAPARTIDA|DESCRICAO_CONCEDENTE|DESCRICAO_BENEFICIADO|ANO|TIPO_BENEFICIADO
510524|09056075000169|180197|Parceria para a realização de serviços, ações e atividades, no âmbito do PROGRAMA ESTRATÉGICO DE GOVERNO MAIS SAÚDE/ESPECIALIDADES: HOSPITAL DE PORTE V, serviços de média complexidade nas especialidad|Termo de Compromisso 15/2018|001|4369|69299|2018/06/21|2019/06/21|360000|2018/06/21|1|2018/06/14||360000|0|FUNDO ESTADUAL DE SAÚDE|FUNDO MUNIC SAUDE LAGOA DA CANOA|2018|PJ
510524|11891087000150|180170|REPASSE FINANCEIRO DE CONTRAPARTIDA MENSAL PARA UPA 24H.|Portaria 1909/2018|104|0849|0600002270|2018/04/01|2018/12/31|1200000|2018/05/30|1|2018/04/01||1200000|0|FUNDO ESTADUAL DE SAÚDE|FUNDO MUNI SAO MIGUEL DOS CAMPOS|2018|PJ
510524|11120699000140|180186|Parceria para a realização de serviços, ações e atividades, no âmbito do PROGRAMA ESTRATÉGICO DE GOVERNO MAIS SAÚDE/ESPECIALIDADES: HOSPITAL DE PORTE V, serviços de média complexidade nas especialidad|Termo de Compromisso 11/2018|104|3549|0606240073|2018/06/13|2019/06/13|2391165.6|2018/06/13|1|2018/06/07||2391165.6|0|FUNDO ESTADUAL DE SAÚDE|FUNDO MUN SAUDE MURICI|2018|PJ
510524|18538208000124|180272|O presente Convênio tem por objeto a cooperação técnica financeira mediante o repasse de recursos que visam o financiamento de serviços de média complexidade ambulatorial e hospitalar a serem realizad|05/2018|001|3557|82392|2018/07/07|2019/07/07|8945633.52|2018/07/07|1|2018/07/06||8945633.52|387281.64|FUNDO ESTADUAL DE SAÚDE|CONSORCIO INTERMUNIC DO SUL EST DE ALAGOAS|2018|PJ
510526|17630105000127|180222|Promover o desenvolvimento nutricional saudável, psicomotor, pedagógico e/ou recreativo das crianças e oportunizar ações de qualificação para os adultos considerando os parâmetros para a inserção no m|07/2018|104|1557|0003000040726|2018/07/11|2019/07/10|125312.8|2018/07/11|4|2018/06/05||125312.8|0|FUNDO ESTADUAL DE ASSISTÊNCIA SOCIAL|INSTITUTO DE BEM ESTAR SOCIAL|2018|PJ
510526|10855557000168|180227|Capacitar e implantar uma unidade de experimentação, envolvendo estudantes e profissionais das academias e instituições de pesquisas, utilizando água de reuso, com agricultoras familiares e pescadoras|004/2018|104|0056|0003000067865|2018/07/11|2019/07/10|122058|2018/07/11|4|2018/05/14||122058|0|FUNDO ESTADUAL DE ASSISTÊNCIA SOCIAL|INSTITUTO OLAVO BARBOSA|2018|PJ
530541|04155307000112|180180|Dar apoio e fomentar ações de interesse do público beneficiário(Agricultores e familiares) frente a demanda dessas famílias e a realidade a ser transformada.|005/2018|001|0013|62065|2018/06/13|2018/12/30|75384|2018/06/13|1|2018/06/13||75384|8376|INSTITUTO DE TERRAS E REFORMA AGRÁRIA DE ALAGOAS|CTO DE ED POP E CIDADANIA ZUMBI DOS PALMARES|2018|PJ
350032|12330916000199|180196|Construção de Escadaria no Município de São José da Laje, a fim de garantir de garantir a mobilidade no Alto  Padre José de Barros Pinho.|01/2018|001|1137|256943|2018/06/19|2019/06/20|464231.78|2018/06/19|1|2018/06/18||464231.78|24433.25|SECRETARIA DE ESTADO DE TRANSPORTE E DESENVOLVIMENTO URBANO|PREF MUNI SAO JOSE DA LAGE|2018|PJ
360021|09315581000125|180247|PROGRAMA NA BASE DO ESPORTE|T.C.012/2018|104|0840|1300161739|2018/09/06|2019/09/06|48000|2018/09/06|1|2018/09/06||48000|0|SECRETARIA DE ESTADO DO ESPORTE, LAZER E JUVENTUDE|FEDERACAO ALAGOANA DE HANDBALL|2018|PJ
360021|69978328000183|180242|PROGRAMA NA BASE DO ESPORTE|TERMO C.006/2018|104|1020|0013000454633|2018/09/06|2019/09/06|48000|2018/09/06|1|2018/09/06||48000|0|SECRETARIA DE ESTADO DO ESPORTE, LAZER E JUVENTUDE|FEDERACAO ALAGOANA KUNG FU WUSHU|2018|PJ
360021|00363260000121|180249|PROGRAMA NA BASE DO ESPORTE|T.C.010/2018|104|3728|0013000105617|2018/09/06|2019/09/06|48000|2018/09/06|1|2018/09/06||48000|0|SECRETARIA DE ESTADO DO ESPORTE, LAZER E JUVENTUDE|ASSOCIACAO COM DO DISTRITO DE FLOR PEIXOTO|2018|PJ
360021|21346553000170|180251|PROGRAMA NA BASE DO ESPORTE|TERMO C.0020/2018|104|0810|0003000036283|2018/09/06|2019/09/30|48000|2018/09/06|1|2018/09/06||48000|0|SECRETARIA DE ESTADO DO ESPORTE, LAZER E JUVENTUDE|INSTITUTO CRESCER CIDADAO|2018|PJ
510524|07543773000163|180193|Parceria para a realização de serviços, ações e atividades, no âmbito do PROGRAMA ESTRATÉGICO DE GOVERNO MAIS SAÚDE/ESPECIALIDADES: HOSPITAL DE PORTE V, serviços de média complexidade nas especialidad|Termo de Compromisso 14/2018|001|2506|78921|2018/06/18|2019/06/18|441780|2018/06/18|1|2018/06/08||441780|0|FUNDO ESTADUAL DE SAÚDE|FUNDO MUNIC SAUDE QUEBRANGULO|2018|PJ
510524|13164739000180|180184|Parceria para a realização de serviços, ações e atividades, no âmbito do PROGRAMA ESTRATÉGICO DE GOVERNO MAIS SAÚDE/ESPECIALIDADES: HOSPITAL DE PORTE V, serviços de média complexidade nas especialidad|Termo de Compromisso 13/2018|001|4106|112216|2018/06/13|2019/06/13|1111920|2018/06/13|1|2018/06/08||1111920|0|FUNDO ESTADUAL DE SAÚDE|FUNDO MUNI SAUDE MATRIZ DE CAMARAGIBE|2018|PJ
510526|06018231000109|180076|CAPACITAÇÃO EM CORTE, CUSTURA E ARTESANATO DAS MÃES DE CRIANÇAS DESNUTRIDAS PARA INSERÇÃO NO SETOR PRODUTIVO E APOIO NO INGRESSO DOS PRODUTOS AOS MERCADOS CONSUMIDORES.|001/2018|001|0132|450782|2018/03/22|2019/03/21|151149.9|2018/03/22|4|2018/03/08||151149.9|24427.2|FUNDO ESTADUAL DE ASSISTÊNCIA SOCIAL|NUTRIR  ASSOCIACAO DE COMBATE A DESNUTRICAO|2018|PJ
530541|00759221000148|180221|Garantir formação aos jovens que vivem em acampamentos e assentamentos acompanhados pela Pastoral da terra e o Movimento de Libertação dos Sem Terra.|0006/2018|104|1557|0300032120|2018/08/31|2018/12/31|60244|2018/08/31|1|2018/08/31||60244|6172|INSTITUTO DE TERRAS E REFORMA AGRÁRIA DE ALAGOAS|PASTORAL DA TERRA DE ALAGOAS|2018|PJ
360021|12407169000140|180224|PROGRAMA NA BASE DO ESPORTE|TERMO C.003/2018|104|2404|0300036311|2018/09/06|2019/09/06|48000|2018/09/06|1|2018/09/06||48000|0|SECRETARIA DE ESTADO DO ESPORTE, LAZER E JUVENTUDE|FEDERACAO ALAGOANA DE JUDOFAJU|2018|PJ
360021|22879682000197|180234|PROGRAMA NA BASE DO ESPORTE|TERMO C.0011/2018|104|2391|0300044420|2018/09/06|2019/09/06|48000|2018/09/06|1|2018/09/06||48000|0|SECRETARIA DE ESTADO DO ESPORTE, LAZER E JUVENTUDE|FEDERACAO ALAGOANA DE FUTEBOL 7 SOCIETY|2018|PJ
