CONCEDENTE|BENEFICIADO|CONVENIO|DESCRICAO_CONVENIO|CONVENIO_ORIGEM|BANCO|AGENCIA|CONTA|DATA_INICIO|DATA_TERMINO|VALOR|DATA_TRANSACAO|TIPO_CONVENIO|DATA_CELEBRACAO|EMPENHO_REF|VALOR_PARTIDA|VALOR_CONTRAPARTIDA|DESCRICAO_CONCEDENTE|DESCRICAO_BENEFICIADO|ANO|TIPO_BENEFICIADO
300041|07478222000325|190028|Seleção de Organizações da Sociedade Civil - OSC para em regime de mútua cooperação realizar o acolhimento de 750 (setecentos e cinquenta) vagas a pessoas com transtornos decorrentes do uso de substân|34/2018|104|0055|0003000057678|2019/01/02|2020/01/02|237600|2019/01/02|4|2018/12/28||237600|0|SECRETARIA DE ESTADO DE PREVENÇÃO À VIOLÊNCIA|ASSOC DIVINA MISERICORDIARANCHO S J BOSCO|2019|PJ
300041|20837725000146|190029|Seleção de Organizações da Sociedade Civil - OSC para em regime de mútua cooperação realizar o acolhimento de 750 (setecentos e cinquenta) vagas a pessoas com transtornos decorrentes do uso de substân|35/2018|104|2393|0003000007216|2019/01/02|2020/01/02|360000|2019/01/02|4|2018/12/28||360000|0|SECRETARIA DE ESTADO DE PREVENÇÃO À VIOLÊNCIA|INSTITUTO LAR DA VIDA|2019|PJ
300041|13304301000150|190015|Seleção de Organizações da Sociedade Civil - OSC para em regime de mútua cooperação realizar o acolhimento de 750 (setecentos e cinquenta) vagas a pessoas com transtornos decorrentes do uso de substân|008/2018|104|4813|0003000012292|2019/01/02|2020/01/02|237600|2019/01/02|4|2018/12/28||237600|0|SECRETARIA DE ESTADO DE PREVENÇÃO À VIOLÊNCIA|COMU PARA DEPED QUIM SAGRADA FAMILIA|2019|PJ
300041|07478222000244|190011|Seleção de Organizações da Sociedade Civil - OSC para em regime de mútua cooperação realizar o acolhimento de 750 (setecentos e cinquenta) vagas a pessoas com transtornos decorrentes do uso de substân|002/2018|104|0055|0003000057686|2019/01/02|2020/01/02|273240|2019/01/02|4|2018/12/28||273240|0|SECRETARIA DE ESTADO DE PREVENÇÃO À VIOLÊNCIA|ASSOC DIVINA MISERICORDIA RANCHO SAO FRANCIS|2019|PJ
300041|21496907000163|190040|Seleção de Organizações da Sociedade Civil - OSC para em regime de mútua cooperação realizar o acolhimento de 750 (setecentos e cinquenta) vagas a pessoas com transtornos decorrentes do uso de substân|31/2018|104|0712|0003000024720|2019/01/02|2020/01/02|237600|2019/01/02|4|2018/12/28||237600|0|SECRETARIA DE ESTADO DE PREVENÇÃO À VIOLÊNCIA|INSTITUTO SANTANA CANTE  ISC|2019|PJ
300041|11260647000250|190041|Seleção de Organizações da Sociedade Civil - OSC para em regime de mútua cooperação realizar o acolhimento de 750 (setecentos e cinquenta) vagas a pessoas com transtornos decorrentes do uso de substân|32/2018|104|0840|0003000054153|2019/01/02|2020/01/02|178200|2019/01/02|4|2018/12/28||178200|0|SECRETARIA DE ESTADO DE PREVENÇÃO À VIOLÊNCIA|CENTRO DE ACOLHIMENTO MAE DA GRACA|2019|PJ
300041|35328426000234|190039|Seleção de Organizações da Sociedade Civil - OSC para em regime de mútua cooperação realizar o acolhimento de 750 (setecentos e cinquenta) vagas a pessoas com transtornos decorrentes do uso de substân|30/2018|104|2047|0003000049464|2019/01/02|2020/01/02|237600|2019/01/02|4|2018/12/28||237600|0|SECRETARIA DE ESTADO DE PREVENÇÃO À VIOLÊNCIA|ENTDE ASS E PROMSOCLINDONJONSON DE ALMEIDA|2019|PJ
300041|21829481000112|190032|Seleção de Organizações da Sociedade Civil - OSC para em regime de mútua cooperação realizar o acolhimento de 750 (setecentos e cinquenta) vagas a pessoas com transtornos decorrentes do uso de substân|16/2018|104|3728|0003000009114|2019/01/02|2020/01/02|360000|2019/01/02|4|2018/12/28||360000|0|SECRETARIA DE ESTADO DE PREVENÇÃO À VIOLÊNCIA|ASSOCIACAO PAZ EM CRISTO|2019|PJ
300041|16578269000190|190024|Seleção de Organizações da Sociedade Civil - OSC para em regime de mútua cooperação realizar o acolhimento de 750 (setecentos e cinquenta) vagas a pessoas com transtornos decorrentes do uso de substân|23/2018|104|3693|0003000009077|2019/01/02|2020/01/02|178200|2019/01/02|4|2018/12/28||178200|0|SECRETARIA DE ESTADO DE PREVENÇÃO À VIOLÊNCIA|INSTITUTO MAE RAINHA|2019|PJ
300041|05830929000161|190035|Seleção de Organizações da Sociedade Civil - OSC para em regime de mútua cooperação realizar o acolhimento de 750 (setecentos e cinquenta) vagas a pessoas com transtornos decorrentes do uso de substân|22/2018|104|2392|0003000048944|2019/01/02|2020/01/02|285120|2019/01/02|4|2018/12/28||285120|0|SECRETARIA DE ESTADO DE PREVENÇÃO À VIOLÊNCIA|ASSOCIACAO CULTURAL E SOCIAL MAOS DE ALAGOAS|2019|PJ
300041|18178753000157|190018|Seleção de Organizações da Sociedade Civil - OSC para em regime de mútua cooperação realizar o acolhimento de 750 (setecentos e cinquenta) vagas a pessoas com transtornos decorrentes do uso de substân|13/2018|104|2391|0003000046725|2019/01/02|2020/01/02|237600|2019/01/02|4|2018/12/28||237600|0|SECRETARIA DE ESTADO DE PREVENÇÃO À VIOLÊNCIA|INOV  INSTITUTO NOVA VIDA|2019|PJ
300041|13832644000198|190025|Seleção de Organizações da Sociedade Civil - OSC para em regime de mútua cooperação realizar o acolhimento de 750 (setecentos e cinquenta) vagas a pessoas com transtornos decorrentes do uso de substân|24/2018|104|2046|0003000014410|2019/01/02|2020/01/02|270000|2019/01/02|4|2018/12/28||270000|0|SECRETARIA DE ESTADO DE PREVENÇÃO À VIOLÊNCIA|ASSOCIAÇÃO ALIANÇA DE RESTAURAÇÃO|2019|PJ
300041|13807857000160|190013|Seleção de Organizações da Sociedade Civil - OSC para em regime de mútua cooperação realizar o acolhimento de 750 (setecentos e cinquenta) vagas a pessoas com transtornos decorrentes do uso de substân|006/2018|104|0056|0003000069060|2019/01/02|2020/01/02|285120|2019/01/02|4|2018/12/28||285120|0|SECRETARIA DE ESTADO DE PREVENÇÃO À VIOLÊNCIA|COMUNIDADE CASA DONA PAULA|2019|PJ
300041|15290841000158|190012|Seleção de Organizações da Sociedade Civil - OSC para em regime de mútua cooperação realizar o acolhimento de 750 (setecentos e cinquenta) vagas a pessoas com transtornos decorrentes do uso de substân|005/2018|104|3209|0003000030138|2019/01/02|2020/01/02|273240|2019/01/02|4|2018/12/28||273240|0|SECRETARIA DE ESTADO DE PREVENÇÃO À VIOLÊNCIA|ASS PARA ACOLH DE DEP QUIM SAO PAULO APOST|2019|PJ
300041|15284024000197|190020|Seleção de Organizações da Sociedade Civil - OSC para em regime de mútua cooperação realizar o acolhimento de 750 (setecentos e cinquenta) vagas a pessoas com transtornos decorrentes do uso de substân|15/2018|104|3209|0003000030146|2019/01/02|2020/01/02|273240|2019/01/02|4|2018/12/28||273240|0|SECRETARIA DE ESTADO DE PREVENÇÃO À VIOLÊNCIA|ASSOC DE ACOLH PARA DEP QUIM DIV PAI ETE|2019|PJ
300041|15025978000185|190014|Seleção de Organizações da Sociedade Civil - OSC para em regime de mútua cooperação realizar o acolhimento de 750 (setecentos e cinquenta) vagas a pessoas com transtornos decorrentes do uso de substân|007/2018|104|1135|0003000010830|2019/01/02|2020/01/02|237600|2019/01/02|4|2018/12/28||237600|0|SECRETARIA DE ESTADO DE PREVENÇÃO À VIOLÊNCIA|ASSOCIACAO VITIMAS DAS DROGAS SANTO ONESIMO|2019|PJ
300041|14789411000112|190033|Seleção de Organizações da Sociedade Civil - OSC para em regime de mútua cooperação realizar o acolhimento de 750 (setecentos e cinquenta) vagas a pessoas com transtornos decorrentes do uso de substân|17/2018|104|0056|0003000069051|2019/01/02|2020/01/02|273240|2019/01/02|4|2018/12/28||273240|0|SECRETARIA DE ESTADO DE PREVENÇÃO À VIOLÊNCIA|ASSOCIACAO CIVIL LAR SEMEAR|2019|PJ
300041|13581958000165|190023|Seleção de Organizações da Sociedade Civil - OSC para em regime de mútua cooperação realizar o acolhimento de 750 (setecentos e cinquenta) vagas a pessoas com transtornos decorrentes do uso de substân|20/2018|104|2046|0003000014436|2019/01/02|2020/01/02|237600|2019/01/02|4|2018/12/28||237600|0|SECRETARIA DE ESTADO DE PREVENÇÃO À VIOLÊNCIA|ASSOCIACAO JESUS TE AMA|2019|PJ
300041|12183968000341|190036|Seleção de Organizações da Sociedade Civil - OSC para em regime de mútua cooperação realizar o acolhimento de 750 (setecentos e cinquenta) vagas a pessoas com transtornos decorrentes do uso de substân|26/2018|104|0840|0003000053904|2019/01/02|2020/01/02|360000|2019/01/02|4|2018/12/28||360000|0|SECRETARIA DE ESTADO DE PREVENÇÃO À VIOLÊNCIA|SECRETARIADO DE ASS SOC JUVENOPOLIS  CASA BETA|2019|PJ
300041|13696686000149|190031|Seleção de Organizações da Sociedade Civil - OSC para em regime de mútua cooperação realizar o acolhimento de 750 (setecentos e cinquenta) vagas a pessoas com transtornos decorrentes do uso de substân|10/2018|104|3209|0003000030170|2019/01/02|2020/01/02|237600|2019/01/02|4|2018/12/28||237600|0|SECRETARIA DE ESTADO DE PREVENÇÃO À VIOLÊNCIA|COMUNIDADE TERAPEUTICA NOVA VIDA|2019|PJ
