CONCEDENTE|BENEFICIADO|CONVENIO|DESCRICAO_CONVENIO|CONVENIO_ORIGEM|BANCO|AGENCIA|CONTA|DATA_INICIO|DATA_TERMINO|VALOR|DATA_TRANSACAO|TIPO_CONVENIO|DATA_CELEBRACAO|EMPENHO_REF|VALOR_PARTIDA|VALOR_CONTRAPARTIDA|DESCRICAO_CONCEDENTE|DESCRICAO_BENEFICIADO|ANO|TIPO_BENEFICIADO
510526|35634435000172|002553|ESTRUTURAR REDE DE SERVICOS PROTECAO SOCIAL BASICA-CRAS. SEADES: R$ 30.000,00/EQUIPAMENTO. CRAS QUILOMBOLA. RECURSOS: ATA 19 CIPIS/FECOEP, PROJETO 005/2012 (CRAS/CREAS, 45 MUNICIPIOS, R$ 2.892.000,00)|005/12. CRAS P|104|27359|0600011704|2013/08/01|2014/08/01|30000|2013/08/06|1|2013/07/31|DESPESA|30000|0|FUNDO ESTADUAL DE ASSISTENCIA SOCIAL|PREF MUNI PARICONHA|2013|PJ
520030|00759221000148|002535|PROMOVER O ESTADO DE ALAGOAS ATRAVES DA SEGRI,REALIZACAO DO PROJETO FEIRAS CAMPONESAS 2013, PERIODO 13 A 15/JUN. E DE 16 A 19/OUTUB.,NO MUNICIPIO DE MACEIO.|CONV.COOP.SEAG|104|27359|11001|2013/06/12|2013/10/19|105320|2013/06/18|1|2013/06/11|DESPESA|95320|10600|SEC DE EST DA AGRIC PEC.PESCA E AQUICULTURA|PASTORAL DA TERRA DE ALAGOAS|2013|PJ
530538|03318115000117|002702|SERVICOS CONTINUOS DE CONSERVACAO ROTINEIRA RODOVIARIA DAS RODOVIAS:AL110,ENTR.BR101,SAO SEBASTIAO, ARAPIRACA, TAQUARANA, ENTR. BR316,55,40KM, AL/115,SAO BRAS....CONSTRUTORA AMORIM BARRETO ENGENHARIA|CONTRATO N.36/|104|27359|0600014460|2013/06/28|2014/08/28|12023941.45|2014/05/15|1|2010/06/28|DESPESA|0|12023941.45|DEPARTAM DE ESTRADAS DE RODAGEM DO EST DE AL|AMORIM BARRETO  ENGENHARIA LTDA|2013|PJ
530538|03318115000117|002716|SERVICOS CONTINUOS DE CONSERVACAO ROTINEIRA RODOVIARIA DAS RODOVIAS AL-101,BARRA DE CAMARAGIBE/SAO MIGUEL DOS MILAGRES/PORTO DE PEDRAS/JAPARATINGA/MARAGOGI/DIVISA AL-PE, SAO LUIS DO QUITUDNDE ETC....|CONTRATO N.34/|104|27359|0600014460|2013/07/16|2015/07/16|12773192.2|2014/06/10|1|2010/07/28|DESPESA|0|12773192.2|DEPARTAM DE ESTRADAS DE RODAGEM DO EST DE AL|AMORIM BARRETO  ENGENHARIA LTDA|2013|PJ
510023|12517900000190|002559|O CONVENIO TEM POR OBJETO O FINANCIAMENTO DE PROJETOS COMUNIT¿RIOS DE INTERVENCAO NA AREA DE PREVENCAO AS DST AIDS, ASSISTENCIA AS PESSOAS PORTADORAS DO VIRUS HIV E FORTALECMEMNTO DO CONTROLE SOCIAL P|01/2013|104|27359|0600012913|2013/07/22|2014/07/21|55375|2013/08/30|1|2013/07/18|DESPESA|55375|0|SECRETARIA DE ESTADO DA SAUDE|CENTRO ESPIRITA O CONSOLADOR|2013|PJ
510023|35561166000161|002687|FORTALECER A POLITICA DE ATENCAO AS PESSOAS VIVENDO COM HIV/AIDES, ESTIMULANDO O EMPREENDEDORISMO COMO INCENTIVO A AUTO ESTIMA, MELHORIA DA QUALIDADE DE VIDA E CONSEQUENTE ADESAO A TERAPIA ANTIRRETROV|CONV-013/2013-|104|27359|0600012948|2013/11/28|2014/11/28|55387.67|2014/04/22|1|2013/11/27|DESPESA|0|55387.67|SECRETARIA DE ESTADO DA SAUDE|ACORD ASSOC DE PREV AS DROGAS A A S MENT E HU|2013|PJ
510514|02776669000103|002550|CRIACAO, IMPLANTACAO E EXECUCAO DO NUCLEO DE DESENVOLVIMENTO DE SISTEMAS INTERNOS DA FAPEAL. RECURSOS FAPEAL R$ 122.000,00. CONTRAPARTIDA NAO FINANCEIRA DA FUNDECT R$ 24.000,00|FAPEAL X FUNDE|001|35572|73415|2013/05/28|2015/05/28|146000|2013/07/19|1|2013/05/28|DESPESA|122000|24000|FUN DE AMPARO A PESQUISA DO EST DE ALAGOAS|FUNDECT - FUNDACAO - MATO GROSSO DO SUL|2013|PJ
530538|03318115000117|002715|SERVICOS CONTINUOS DE CONSERVACAO ROTINEIRA RODOV.DAS RODOVIAS AL101N/215/220/401/404/407,TRECHOS MACEIO,PARIPUEIRA,BARRA DE SANTO ANTONIO,44,70KM,ENTR.101 SUL,MARECHAL DEODORO,ENTR.BR101,26,50KM,BARR|CONTRATO 35/10|104|27359|0600014460|2013/07/16|2015/07/16|12284475.24|2014/06/10|1|2013/07/16|DESPESA|0|12284475.24|DEPARTAM DE ESTRADAS DE RODAGEM DO EST DE AL|AMORIM BARRETO  ENGENHARIA LTDA|2013|PJ
510557|24464109000148|002560|PROMOVER ACOES INTEGRADAS NAS AREAS DE MUSICAS, MUSEOLOGIA E ARTES VISUAIS, VISANDO BENEFICIAR ALUNOS E PROFESSORES DA REDE PUBLICA ESTADUAL DE ENSIDO. SAO RECURSOS DA SECULT-AL R$ 120.000,00; EM DUAS|CONV-01/2013-S|104|27359|11001|2013/05/03|2014/05/03|120000|2013/09/03|1|2013/04/30|DESPESA|0|120000|FUNDO DE DESENVOLVIMENTO DE ACOES CULTURAIS|UNIVERSIDADE FEDERAL DE ALAGOAS - UFAL|2013|PJ
510557|08629677000103|002628|APOIAR ATIVIDADES CULTURAIS DA FUNDACAO TEOTONIO VILELA NO MEMORIAL HOMONIMO, REFERENTE A CRIACAO/COMUNICACAO/PRODUCAO CONHECIMENTOS/PRESERVACAO DE BENS/MANIFESTACOES CULTURAIS E SEMANA TEOTONIO VILEL|03/2013.FDAC/T|104|27359|11001|2013/12/11|2014/12/11|120000|2013/12/19|1|2013/12/10|DESPESA|120000|0|FUNDO DE DESENVOLVIMENTO DE ACOES CULTURAIS|FUNDACAO TEOTONIO VILELA|2013|PJ
