CONCEDENTE|BENEFICIADO|CONVENIO|DESCRICAO_CONVENIO|CONVENIO_ORIGEM|BANCO|AGENCIA|CONTA|DATA_INICIO|DATA_TERMINO|VALOR|DATA_TRANSACAO|TIPO_CONVENIO|DATA_CELEBRACAO|EMPENHO_REF|VALOR_PARTIDA|VALOR_CONTRAPARTIDA|DESCRICAO_CONCEDENTE|DESCRICAO_BENEFICIADO|ANO|TIPO_BENEFICIADO
510020|15539350000106|220148|VISANDO O TRANSPORTE (GEITE) DOS ALUNOS DA REDE ESTADUAL DE ENSINO CONF. PORTARIA 2.399/2022 E TERMO DE ADESÃO PUBL DOE 03/05/2022.|E;01800.005916/2022|104|0056|0006000710932|2022/05/03|2022/12/31|211408|2022/05/03|4|2022/02/12||211408|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|FUNDO MUNICIPAL DE EDUCAÇÃO  CAMPO GRANDE|2022|PJ
510020|15539350000106|220149|VISANDO O TRANSPORTE DE ALUNOS (geite) DA REDE EST. DE ENSINO. CONF. PO03/05/2022RTARIA 2.399/2021 PUBL DOE011/02/2022 E TERMO DE ADESÃO PUBL DOE  03/05/2022.|E;01800.005916/2022|104|0056|0006000710932|2022/05/03|2022/12/31|42281.6|2022/05/03|4|2022/02/12||42281.6|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|FUNDO MUNICIPAL DE EDUCAÇÃO  CAMPO GRANDE|2022|PJ
510020|30493333000160|220112|VISANDO ATENDER O TRANSPORTE (GEITE) PARA OS ALUNOS DA REDE ESTADUAL DE ENSINO. CONFORME PORTARIA 2.399/22 PUBLICADO DOE 11/02/2022 E TERMO DE ADESÃO PUBLICADO DOE 14/03/2022|E:01800.007451/2022|104|1135|0006000710276|2022/03/29|2022/12/31|586336|2022/03/29|4|2022/03/07||586336|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|FUNDO MUNICIPAL DE  EDUCAÇÃO DE PARICONHA|2022|PJ
510020|30493333000160|220215|VISANDO ATENDER O TRANSPORTE (GEITE) PARA OS ALUNOS DA REDE ESTADUAL DE ENSINO. CONFORME PORTARIA 2.399/22 PUBLICADO DOE 11/02/2022 E TERMO DE ADESÃO PUBLICADO DOE 10/05/2022|E:01800.007451/2022|104|1135|0006000710276|2022/03/29|2022/12/31|117267.2|2022/03/29|4|2022/03/07||117267.2|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|FUNDO MUNICIPAL DE  EDUCAÇÃO DE PARICONHA|2022|PJ
510020|12334629000157|220208|VISANDO ATENDER O TRANSPORTE (GEITE) PARA OS ALUNOS DA REDE ESTADUAL DE ENSINO. CONFORME PORTARIA 2.399 PUBLICADO DOE 11/02/2022 E TERMO DE ADESÃO PUBLICADO DOE 10/05/2022|E:01800.007101/2022|104|1133|0600003080|2022/03/31|2022/12/31|45552|2022/03/31|4|2022/02/10||45552|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|PREF MUNI CHA PRETA |2022|PJ
510020|12334629000157|220098|VISANDO ATENDER O TRANSPORTE (GEITE) PARA OS ALUNOS DA REDE ESTADUAL DE ENSINO. CONFORME PORTARIA 2.399 PUBLICADO DOE 11/02/2022 E TERMO DE ADESÃO PUBLICADO DOE 14/03/2022|E:01800.007101/2022|104|1133|0600003080|2022/03/31|2022/12/31|227760|2022/03/31|4|2022/02/10||227760|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|PREF MUNI CHA PRETA |2022|PJ
510020|13987767000106|220116|VISANDO ATENDER O TRANSPORTE (GEITE) PARA OS ALUNOS DA REDE ESTADUAL DE ENSINO. CONFORME PORTARIA 2.399 /22 PUBLICADO DOE 11/02/2022 E TERMO DE ADESÃO PUBLICADO DOE 14/03/2022|E:01800.0005744/2022|001|1054|423491|2022/03/23|2022/12/31|667220|2022/03/23|4|2022/02/07||667220|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|FUNDO MUNICIPAL DE EDUCAÇÃO DE DELMIRO GOUVEIA|2022|PJ
510020|13987767000106|220181|VISANDO ATENDER O TRANSPORTE (GEITE) PARA OS ALUNOS DA REDE ESTADUAL DE ENSINO. CONFORME PORTARIA 2.399 /22 PUBLICADO DOE 11/02/2022 E TERMO DE ADESÃO PUBLICADO DOE 14/03/2022|E.1800.005744/2022|001|1054|423491|2022/03/23|2022/12/31|133444|2022/03/23|4|2022/02/07||133444|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|FUNDO MUNICIPAL DE EDUCAÇÃO DE DELMIRO GOUVEIA|2022|PJ
510020|12227351000119|220024|VISANDO ATENDER O TRANSPORTE (geite) AOS ALUNOS DA REDE EST. DE ENSINOCONF PORTARIA 2.399 PUBL. DOE 11/02/2022 E TERMO DE ADESÃO PUBL.DOE 11/03/2022.|E;01800.0000004583/2022|104|2046|0600002467|2022/03/11|2022/12/31|411136|2022/03/11|4|2022/02/15||411136|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|PREF MUNI ANADIA|2022|PJ
510020|12227351000119|220255|VISANDO O TRANSPORTE (GEITE) AOS ALUNOS DA REDE EST. DE ESNSINO,CONF. PORTARIA 2.399 11 /02/2022 E TERMO DE ADESÃO PUBL DOE 11/03/2022|E;01800.004583/2022|104|2046|0600002467|2022/03/11|2022/12/31|70213.48|2022/03/11|4|2022/03/11||70213.48|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|PREF MUNI ANADIA|2022|PJ
510020|30426339000115|220105|VISANDO ATENDER O TRANSPORTE (GEITE) PARA OS ALUNOS DA REDE ESTADUAL DE ENSINO. CONFORME PORTARIA 2.399 PUBLICADO DOE 11/02/2022 E TERMO DE ADESÃO PUBLICADO DOE 14/03/2022|E:01800.005431/2022|104|3549|0006000710167|2022/03/15|2022/12/31|476982|2022/03/15|4|2022/03/03||476982|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|SECRETARIA MUNICIPAL DE EDUCACAO MURICI|2022|PJ
510020|30332200000102|220224|VISANDO O TRANSPORTE (GEITE) PARA OS ALUNOS DA REDE ESTADUAL DE ENSINO. CONFORME PORTARIA 2.399/2022 PUBLICADO DOE 11/02/2022 E TERMO DE ADESÃO PUBLICADO DOE 10/05/2022|E:01800.004787/2022|001|2259|111820X|2022/03/14|2022/12/31|51158.4|2022/03/14|4|2022/02/07||51158.4|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|SECRETARIA MUNICIPAL DE EDUCAÇÃO DOIS RIACHOS|2022|PJ
510020|30332200000102|220036|VISANDO O TRANSPORTE ESCOLAR (GEITE)\AOS ALUNOS DA REDE EST. DE ENSINO.CONF. PORTARIA 2.399/2022 PUBL DOE 11/02/2022 E TERMO DE ADESÃO PUBLICADO DOE 14/03/2022|E;01800.0000004787/2022|001|2259|111820X|2022/03/14|2022/12/31|255792|2022/03/14|4|2022/02/07||255792|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|SECRETARIA MUNICIPAL DE EDUCAÇÃO DOIS RIACHOS|2022|PJ
510020|12250916000189|220042|VISANDO ATENDER O TRANSPORTE (GEITE) PARA OS ALUNOS DA REDE ESTADUAL DE ENSINO. CONFORME PORTARIA 2.399/22 PUBLICO DOE 11/02/2022 E TERMO DE ADESÃO PUBLICADO DOE 14/03/2022|E:01800.005494/2022|104|0712|0600710229|2022/03/15|2022/12/31|1277208|2022/03/15|4|2022/02/07||1277208|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|PREF MUNI SANTANA DO IPANEMA|2022|PJ
510020|12250916000189|220175|VISANDO ATENDER O TRANSPORTE (GEITE) PARA OS ALUNOS DA REDE ESTADUAL DE ENSINO. CONFORME PORTARIA 2.399/22 PUBLICO DOE 11/02/2022 E TERMO DE ADESÃO PUBLICADO DOE 14/03/2022|E:010800.005494/2022|104|0712|0600710229|2022/03/15|2022/12/31|255441.6|2022/03/15|4|2022/02/07||255441.6|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|PREF MUNI SANTANA DO IPANEMA|2022|PJ
510020|12332953000136|220169|VISANDO ATENDER O TRANSPORTE (GEITE) PARA OS ALUNOS DA REDE ESTADUAL DE ENSINO. CONFORME PORTARIA 2.399/22 PUBLICADO DOE 11/02/2022 E TERMO DE ADESÃO PUBLICA DOE 14/03/2022|e:01800.005431/2022|104|3549|0006000710167|2022/03/15|2022/12/31|95396.4|2022/03/15|4|2022/03/03||95396.4|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|PREF MUNI MURICI|2022|PJ
510020|12332953000136|220043|VISANDO ATENDER O TRANSPORTE (GEITE) PARA OS ALUNOS DA REDE ESTADUAL DE ENSINO. CONFORME PORTARIA 2.399/22 PUBLICADO DOE 11/02/2022 E TERMO DE ADESÃO PUBLICA DOE 14/03/2022|E:01800.005431/2022|104|3549|0006000710167|2022/03/15|2022/12/31|476982|2022/03/15|4|2022/03/03||476982|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|PREF MUNI MURICI|2022|PJ
510020|12228375000192|220219|VISANDO O TRANSPORTE (GEITE) PARA OS ALUNOS DA REDE ESTADUAL DE ENSINO. CONFORME PORTARIA 2.399/2022 PUBLICADO DOE 11/02/2022 E TERMO DE ADESÃO PUBLICADO DOE 10/05/2022|E:01800.004732/2022|001|2121|166901|2022/03/22|2022/12/31|177390|2022/03/22|4|2022/02/14||177390|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|PREF MUNI IGACI|2022|PJ
510020|12228375000192|220071|VISANDO ATENDER O TRANSPORTE (GEITE) PARA OS ALUNOS DA REDE ESTADUAL DE ENSINO. CONFORME PORTARIA 2.399/2022 PUBLICADO DOE 11/02/2022 E TERMO DE ADESÃO PUBLICADO DOE 14/03/2022|E:01800.004732/2022|001|2121|166901|2022/03/22|2022/12/31|886950|2022/03/22|4|2022/02/14||886950|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|PREF MUNI IGACI|2022|PJ
510020|12207411000131|220103|VISANDO ATENDER O TRANSPORTE (GEITE) PARA OS ALUNOS DA REDE ESTADUAL DE ENSINO. CONFORME PORTARIA 2.399 PUBLICADO DOE 11/02/2022 E TERMO DE ADESÃO PUBLICADO DOE 14/03/2022|E:01800.005850/2022|104|0056|0600007158|2022/03/29|2022/12/31|213744|2022/03/29|4|2022/03/07||213744|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|PREF MUNI OLHO DAGUA GRANDE|2022|PJ
510020|12207411000131|220170|VISANDO ATENDER O TRANSPORTE (GEITE) PARA OS ALUNOS DA REDE ESTADUAL DE ENSINO. CONFORME PORTARIA 2.399 PUBLICADO DOE 11/02/2022 E TERMO DE ADESÃO PUBLICADO DOE 14/03/2022|E:01800.005850/2022|104|0056|0600007158|2022/03/29|2022/12/31|42748.8|2022/03/29|4|2022/03/07||42748.8|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|PREF MUNI OLHO DAGUA GRANDE|2022|PJ
510020|12242020000158|220137|VISANDO O TRANSPORTE ( GEITE ) aos alunos da rede estadual de ensino conf portaria 2.399/2022 publ DOE 11/02/2022 e Termo de Adesão publ DOE 02/05/2022.relativo as primeiras parcelas.|E;01800.005558/2022|104|2117|0600001911|2022/05/02|2022/12/31|36792|2022/05/02|4|2022/02/23||36792|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|PREF MUNI FELIZ DESERTO|2022|PJ
510020|12228904000158|220233|VISANDO O TRANSPORTE DE ALUNOS (GEITE) DA REDE EST DE ENSINO.CONF. PORTARIA 2.399/2022 PUBL. DOE 11/02/2022CONF. TERMO DE ADESÃO PUBL DOE 17/05/2022.|E;01800.006978/2022|104|0056|0600004906|2022/02/11|2022/12/31|126669.6|2022/05/17|4|2022/02/11||126669.6|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|PREF MUNI MAJOR IZIDORO|2022|PJ
510020|12228904000158|220232|VISANDO O TRANSPORTE DE ALUNOS (GEITE) DA REDE EST DE ENSINO.CONF. PORTARIA 2.399/2022 PUBL. DOE 11/02/2022CONF. TERMO DE ADESÃO PUBL DOE 17/05/2022.|E;01800.006978/2022|104|0056|0600004906|2022/02/11|2022/12/31|190004.4|2022/05/17|4|2022/02/11||190004.4|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|PREF MUNI MAJOR IZIDORO|2022|PJ
510020|12236873000187|220111|VISANDO ATENDER O TRANSPORTE (GEITE) PARA OS ALUNOS DA REDE ESTADUAL DE ENSINO. CONFORME PORTARIA 2.399 PUBLICADO DOE 11/02/2022 E TERMO DE ADESÃO PUBLICADO DOE 14/03/2022|E:01800.007377/2022|104|2046|0006000710500|2022/04/01|2022/12/31|198268|2022/04/01|4|2022/03/18||198268|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|PREF MUNI MARIBONDO|2022|PJ
510020|12236873000187|220216|VISANDO ATENDER O TRANSPORTE (GEITE) PARA OS ALUNOS DA REDE ESTADUAL DE ENSINO. CONFORME PORTARIA 2.399 PUBLICADO DOE 11/02/2022 E TERMO DE ADESÃO PUBLICADO DOE 10/05/2022|E:01800.007377/2022|104|2046|0006000710500|2022/04/01|2022/12/31|39653.6|2022/04/01|4|2022/03/18||39653.6|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|PREF MUNI MARIBONDO|2022|PJ
510020|12251286000167|220058|VISANDO ATENDER O TRANSPORTE (GEITE) PARA OS ALUNOS DA REDE ESTADUAL DE ENSINO. CONFORME PORTARIA 2.399/2022 PUBLICADO DOE 11/02/2022 E TERMO DE ADESÃO PUBLICADO DOE 14/03/2022|E:01800.004790/2022|104|0712|0600710059|2022/03/18|2022/12/31|341640|2022/03/18|4|2022/03/07||341640|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|PREF MUNI MARAVILHA|2022|PJ
510020|12251286000167|220261|VISANDO ATENDER O TRANSPORTE (GEITE) PARA OS ALUNOS DA REDE ESTADUAL DE ENSINO. CONFORME PORTARIA 2.399/2022 PUBLICADO DOE 11/02/2022 E TERMO DE ADESÃO PUBLICADO DOE 14/03/2022|E:01800.004790/2022|104|0712|0600710059|2022/03/18|2022/12/31|68328|2022/03/18|4|2022/03/07||68328|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|PREF MUNI MARAVILHA|2022|PJ
510020|12332946000134|220348|COM OBJETIVO DE TRANSPORTAR OS ALUNOS DA REDE EST. ENSINO. CONF. PORTARIA 2399/2022 PUBL DOE|E;01800.0004348/2022|104|0713|0600710097|2022/03/07|2022/12/31|235206|2022/03/07|4|2022/02/21||235206|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|PREF MUNI UNIAO DOS PALMARES|2022|PJ
510020|12332946000134|220349|visando o transporte escolar dos alunos da rede est. de ensino.conf. portaria 2399/2022 publ DOE 11/02/2022.|E;01800.0016945/2022|104|0713|0600710097|2022/02/11|2022/12/31|136090.38|2022/02/11|4|2022/02/04||136090.38|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|PREF MUNI UNIAO DOS PALMARES|2022|PJ
510020|12332946000134|220225|VISANDO O TRANSPORTE (GEITE) PARA OS ALUNOS DA REDE ESTADUAL DE ENSINO. CONFORME PORTARIA 2.399/2022 PUBLICADO DOE 11/02/2022 E TERMO DE ADESÃO PUBLICADO DOE 10/05/2022|E:01800.4348/2022|104|0713|0600710097|2022/03/07|2022/12/31|470412|2022/03/07|4|2022/02/21||470412|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|PREF MUNI UNIAO DOS PALMARES|2022|PJ
510020|12332946000134|220012|VISANDO O TRANSPORTE(GEITE) DOS ALUNOS DA REDES EST. DE ENSINO.CONF. PORTARIA 2.399/2022 PUBL. DOE 11/02/2022E TERMO DE ADESÃO PUBLICADO 07/03/2022|E;01800.0000004348/2022|104|0713|0600710097|2022/03/07|2022/12/31|2352060|2022/03/07|4|2022/02/21||2352060|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|PREF MUNI UNIAO DOS PALMARES|2022|PJ
510020|12264248000149|220146|VISANDO O TRANSPORTE DE ALUNOS (GEITE) PARA TRANSPORTAR OS ALUNOS DA REDE PUBLICA CONF PORTARIA 2.399 PUBL DOE 11/02/2022 E TERMO DE ADESÃO PUBL. DOE 02/05/2022|E;01800.004677/2022|104|0849|0600002025|2022/05/02|2022/12/31|10161.6|2022/05/02|4|2022/04/06||10161.6|0|SECRETARIA DE ESTADO DA EDUCAÇÃO|PREF MUNI ROTEIRO|2022|PJ
