CONCEDENTE|BENEFICIADO|CONVENIO|DESCRICAO_CONVENIO|CONVENIO_ORIGEM|BANCO|AGENCIA|CONTA|DATA_INICIO|DATA_TERMINO|VALOR|DATA_TRANSACAO|TIPO_CONVENIO|DATA_CELEBRACAO|EMPENHO_REF|VALOR_PARTIDA|VALOR_CONTRAPARTIDA|DESCRICAO_CONCEDENTE|DESCRICAO_BENEFICIADO|ANO|TIPO_BENEFICIADO
410016|12203196000109|002303|CRIAR E MANTER NUCLEOS SETORIAIS LIGADOS AO SETOR PRODUTIVO DO ESTADO DE ALAGOAS. RECURSOS DA SEPLANDE R$ 100.000,00; RECURSOS FEDERALAGOAS R$ 64.800,00|01/2011 FEDERA|104|27359|11001|2011/12/05|2012/12/05|164800|2011/12/20|1|2011/11/16|DESPESA|164800|0|SEC  DE EST DO PLANEJ E DO DESEN ECONOMICO|FEDERACAO DAS ASSOC COMERC DO EST DE ALAGOAS|2011|PJ
410016|05834849000184|002356|OBJETO DO CONTRATO: OPERACIONALIZAR, NO AMBITO DO PROGRAMA DE APOIO FINANCEIRO AOS ARRANJOS PRODUTIVOS LOCAIS DE BAIXA RENDA DO ESTADO DE ALAGOAS, O PROJETO DE AQUISICAO DE EQUIPAMENTOS PARA COOPERATI|CONV.N.17/11|104|27359|0600011828|2011/12/29|2013/06/30|230508.56|2012/03/19|1|2011/11/23|DESPESA|230508.56|0|SEC  DE EST DO PLANEJ E DO DESEN ECONOMICO|COOP.DOS PRODUTORES DE LARANJA LIMA-COOPLAL|2011|PJ
410016|41193723000131|002351|PROMOVER MELHORIA CONTINUA DA CADEIA PRODUTIVA DE OVINO CAPRINOCULTURA E DAS CONDICOES DE VIDA SOCIAL, ECONOMICA, AMBIENTAL E POLITICA DA POPULACAO DO ASSENTAMENTO LAMEIRAO-ACAAL.CP-R$ 27.278,11 BNDES|CONV.N.05/2011|104|27359|0600011828|2011/12/29|2013/06/30|272781.09|2012/03/16|1|2011/11/23|DESPESA|272781.09|0|SEC  DE EST DO PLANEJ E DO DESEN ECONOMICO|ASSO.DE COOP.AGRIC.DO ASSENT.LAMEIRAO-ACCAL|2011|PJ
410016|10014589000130|002359|OPERACIONALIZAR NO AMBITO DO PROJETO DE APOIO FINANCEIRO AOS ARRANJOS PRODUTIVOS LOCAIS DE BAIXA RENDA DO ESTADO DE ALAGOAS, O PROJETO ESTRUTURACAO DA COOPERATIVADOS PRODUTORES DO AGROECOLOGICOS DO ES|CONV.N.18/11|104|27359|0600011828|2011/12/29|2013/06/30|299981.62|2012/03/19|1|2011/11/23|DESPESA|299981.62|0|SEC  DE EST DO PLANEJ E DO DESEN ECONOMICO|COOP DOS PROD AGROECOLOGICOS DE ALAGOAS LTDA|2011|PJ
410016|02647081000141|002362|OPERACIONALIZAR NO AMBITO DO PROG. DE APOIO FINANCEIRO AOS ARRANJOS PRODUTIVOS LOCAIS DE BAIXA RENDA DO ESTADO O PROJETO AGROINDUSTRIA E BENEF. DE FRUTAS-ASSENTAMENTO MASSANGANA.CP-R$ 29.844,12 BNDES-|CONV. N.06/11|104|27359|0600011828|2011/12/29|2013/06/30|268597.1|2012/03/20|1|2011/11/23|DESPESA|268597.1|0|SEC  DE EST DO PLANEJ E DO DESEN ECONOMICO|GRUPO DE FAM DE COOP AG DO ASSENT MASSANGANO|2011|PJ
510557|41180464000104|002314|FOMENTAR AS ARTES CENICAS NO ESTADO DE ALAGOAS, ATRAVES DE APRESENTACOES GRATUITAS DE ESPETACULOS TEATRAIS. RECURSOS SECULT R$ 107.220,00. RECURSOS DA ASSOCIACAO TEATRAL DAS ALAGOAS R$ 15.815,00.|CONV-01/2011 S|104|27359|11001|2011/11/28|2012/11/28|123035|2011/12/26|1|2011/11/23|DESPESA|123035|0|FUNDO DE DESENVOLVIMENTO DE ACOES CULTURAIS|ATA-ASSOCIACAO TEATRAL DAS ALAGOAS|2011|PJ
410016|12203196000109|002325|CRIAR E MANTER NUCLEOS SETORIAIS LIGADOS AO SETOR PRODUTIVO DO ESTADO DE ALAGOAS. RECURSOS SEPLANDE R$ 100.000,00. RECURSOS FEDERALAGOAS R$ 64.800,00.|01/2011|104|27359|11001|2011/12/05|2012/02/05|164800|2012/01/30|1|2011/11/16|DESPESA|164800|0|SEC  DE EST DO PLANEJ E DO DESEN ECONOMICO|FEDERACAO DAS ASSOC COMERC DO EST DE ALAGOAS|2011|PJ
410016|24175630000165|002349|MELHORAR A RENTABILIDADE DA ATIVIDADE E PROMOVER A SUSTENTABILIDADE DA AGRICULTURA FAMILIAR ATRAVES DA TRANSFORMACAO DOS RESIDUOS DA EXTRACAO DE OLEO DE MAMONA EM ALIMENTO NOBRE PARA A COMPOSICAO DE D|CONV.N.13/11|104|27359|0600011828|2011/12/29|2013/06/30|292589|2012/03/16|1|2011/11/23|DESPESA|292589|0|SEC  DE EST DO PLANEJ E DO DESEN ECONOMICO|ASSOCIACAO DE AGRICULTORES ALTERNATIVOS/AAGRA|2011|PJ
410016|12316295000199|002278|CONSTRUCAO DE UMA GUARITA DE SEGURANCA E UM MARCO DE IDENTIFICACAO NA AREA DE 1.370,7 M2 NA RODOVIA DIVALDO SURUAGY, KM.12-MARECHAL DEODORO. PARTICIPACOES SEDEC(410016)-R$ 223.642,63 , ASSEDI-R$ 80 MI|CONVENIO N.06/|104|27359|11001|2011/06/30|2012/06/29|363642.63|2011/09/19|1|2010/08/26|DESPESA|363642.63|0|SEC  DE EST DO PLANEJ E DO DESEN ECONOMICO|FEDERACAO DA IND DO ESTADO DE AL - FIEA|2011|PJ
510023|12332953000136|002521|APOIO FINANCEIRO AO CUSTEIO UNIDADE MISTA DAGOBERTO OMENA: HUMANIZACAO/AMPLIACAO ATENCAO PSF. SESAU R$600.000,00 (12 X R$50.000,00); PREFEITURA MURICI R$30.000,00. CONV ANTERIOR 002312 (510524). OFICI|06/2011.APOSTI|104|27359|0600012999|2011/12/09|2013/03/09|630000|2013/05/13|1|2011/12/07|DESPESA|630000|0|SECRETARIA DE ESTADO DA SAUDE|PREF MUNI MURICI|2011|PJ
520030|08596828000166|002313|XIV CONGRESSO BRASILEIRA DA MANDIOCA E 1 FEIRA BRASILEIRA DA MANDIOCA, NO PERIODO DE 16 A 19 DE NOVEMBRO DE 2011, NO MUNICIPIO DE MACEIO/AL. RECURSOS DA  SEAGRI R$ 100.000,00. RECURSOS DO INSTITUTO JO|CONV-09/2011|104|27359|11001|2011/12/15|2012/01/31|110000|2011/12/26|1|2011/12/14|DESPESA|110000|0|SEC DE EST DA AGRIC PEC.PESCA E AQUICULTURA|INSTITUTO JOSE BARROS PASSOS|2011|PJ
020501|12264396000163|002337|ESTABELECER REGRAS E CONDICOES PARA PARTICIPACAO DA PREF. MUNICIPAL DE BOCA DA MATA NO CONSTRUCAO DO PREDIO DO FORUM LOCAL, SENDO 90 MIL DO TRIB. DE JUSTICA, 1.029.729,67 DO FUNJURIS E 90 MIL DA PREF.|CONVENIO N.24/|104|27359|11001|2011/11/10|2012/11/10|1209729.67|2012/02/29|1|2011/11/08|DESPESA|1209729.67|0|FUNDO ESPECIAL DE MODERN.DO PODER JUDICIARIO|PREF MUNI BOCA DA MATA|2011|PJ
410016|10342852000110|002304|PROMOVER A QUALIDADE, PRODUTIVIDADE E COMPETITIVIDADE DAS MICRO EMPRESAS E EMPRESAS DE PEQUENO PORTE E COOPERATIVAS. RECURSOS SEPLANDE R$ 164.720,00; RECURSOS DO MOVIMENTO ALAGOAS COMPETIVIDA R$ 73.30|CONV-02/2011|104|27359|11001|2011/12/15|2013/03/15|238020|2011/12/20|1|2011/12/12|DESPESA|238020|0|SEC  DE EST DO PLANEJ E DO DESEN ECONOMICO|MOVIMENTO ALAGOAS COMPETITIVA|2011|PJ
410016|08418802000128|002357|PROJETO CONSTRUCAO DO ENTREPOSTO PARA BENEFICIAMENTO E COMERCIALIZACAO DE MEL, INSUMOS E DERIVADOS DO APL DE APICULTURA DO SERTAO ALAGOANO.CP-R$ 30 MIL,  BNDES-R$ 135 MIL.|CONV.N.07/11|104|27359|0600011828|2011/12/29|2013/06/30|300000|2012/03/19|1|2011/11/23|DESPESA|300000|0|SEC  DE EST DO PLANEJ E DO DESEN ECONOMICO|COOP DOS PROD DE MEL INS E DERIV API COOPEAPI|2011|PJ
