CONCEDENTE|BENEFICIADO|CONVENIO|DESCRICAO_CONVENIO|CONVENIO_ORIGEM|BANCO|AGENCIA|CONTA|DATA_INICIO|DATA_TERMINO|VALOR|DATA_TRANSACAO|TIPO_CONVENIO|DATA_CELEBRACAO|EMPENHO_REF|VALOR_PARTIDA|VALOR_CONTRAPARTIDA|DESCRICAO_CONCEDENTE|DESCRICAO_BENEFICIADO|ANO|TIPO_BENEFICIADO
410016|12207742000171|002224|FIRMAR PARCERIA ENTRE O ESTADO DE ALAGOAS(SEPLAN) E A FEJAL, PARA DESENVOLVIMENTO DE DIAGNOSTICOS, PESQUISA E OPERACIONALIZACAO DO PROJETO DE FOMENTO DOS MICRO E PEQUENOS EMPREDIMENTOS DO ESTADO. CONT|003/2010|104|27359|0600009432|2010/11/12|2011/12/11|480000|2010/12/16|1|2010/10/12|DESPESA|480000|0|SEC  DE EST DO PLANEJ E DO DESEN ECONOMICO|FUNDACAO EDUCACIONAL JAYME ALTAVILLA|2010|PJ
520030|12315123000109|002198|PROMOVER, ATRAVES DE PARCERIA COM O ESTADO DE ALAGOAS E A SEAGRI, A REALIZACAO DA XXXIII EXPOSICAO AGROPECUARIA DA BACIA LEITEIRA DE ALAGOAS E III FEIRA DA AGRICULTURA FAMILIAR, NO PERIODO 08 A 11 DE|CONV N 05|104|27359|11001|2010/08/19|2010/09/30|95000|2010/08/31|1|2010/08/18|DESPESA|95000|0|SEC DE EST DA AGRIC PEC.PESCA E AQUICULTURA|FEDERACAO DA AGRICULTURA E PECUARIA DO EST AL|2010|PJ
520030|12225546000120|002228|REALIZACAO DA IV EXPOBERRO-EXPOSICAO DE CAPRINOS E OVINOS DE PIRANHAS. VALOR CONTRAPARTIDA ESTADO: 41.031,00.|CONV COOPERACA|104|27359|UNICA|2010/12/08|2010/12/11|55631|2010/12/21|1|2010/12/07|DESPESA|55631|0|SEC DE EST DA AGRIC PEC.PESCA E AQUICULTURA|PREF MUNI PIRANHAS|2010|PJ
530031|12335030000138|002161|REPASSE DE RECURSOS AO MUNICIPO DE PAULO JACINTO, DESTINADOS A EXECUCAO DO SISTEMA DE ESGOTAMENTO SANNITARIO DO CONJUNTO RESIDENCIAL TEOTONIO VILELA.|CONVENIO 06/10|104|27359|0605007489|2010/06/17|2010/09/17|35640.87|2010/07/01|1|2010/06/14|DESPESA|35640.87|0|SECRETARIA DE ESTADO DA INFRA-ESTRUTURA|PREF MUNI PAULO JACINTO|2010|PJ
410016|12517413000127|002168|REALIZAR ACOES NECESSARIAS A CONTINUIDADE DO PROGRAMA DE MOBILIZACAO PARA DESENVOLVIMENTODOS ARRANJOS E TERRITORIOS PRODUTIVOS LOCAIS NO ESTADO DE ALAGOASSEPLAN:2.225.000; 2 PARC 404.167 E 1 PARC 404.|01/2010|104|27359|UNICA|2010/03/26|2011/12/16|2825000|2010/08/11|1|2010/03/19|DESPESA|2825000|0|SEC  DE EST DO PLANEJ E DO DESEN ECONOMICO|SERVICO DE APO AS MED E PEQ EMP DE AL SEBRAE|2010|PJ
510020|00759221000148|002230|DESENVOLVIMENTO DE ACOES DO PROG ESCOLA ITINERANTE, DE MODO A GARANTIR O ACESSO E A PERMANENCIA NO ENSINO FUNDAMENTAL. CONTRAPARTIDA ESTADO:148.377,44.|CONV COOPE MUT|104|27359|UNICA|2010/12/22|2011/09/21|162628.89|2010/12/22|1|2010/12/21|DESPESA|162628.89|0|SECRETARIA DE ESTADO DA EDUCACAO|PASTORAL DA TERRA DE ALAGOAS|2010|PJ
510023|08973565000167|002523|DESENVOLVIMENTO/AUTONOMIA PORTADORES DEFICIENCIA FISICA/MENTAL/ NECESSIDADES ESPECIAIS. SESAU R$180.000,00 (12 X 15.000,00); EQUATERAPIA R$155.800,00 (INFRAESTRUTURA). CONVENIO ANTERIOR 002229 (510524|15/2010. EQUOT|104|27359|0600012999|2010/12/06|2011/12/05|335800|2013/05/13|1|2010/12/01|DESPESA|335800|0|SECRETARIA DE ESTADO DA SAUDE|COMPLEXO MULTIDISCIPLINAR EQUO TARCIZO FREIRE|2010|PJ
510524|05786767000101|002207|PROMOVER ATIVIDADES E ACOES DE PREVENCAO DAS DSTS/HIV/AIDS, JUNTO A COMUNIDADE LGBT, PARA TENTAR MINIMIZAR E PREVINIR AS DOENCAS INFECTAS CONTAGIOSAS. A LIBERACAO SERA FEITA EM 02 PARCELAS DE 20.903,0|CONV COOPERACA|104|27359|0606250000|2010/08/05|2011/08/04|41806|2010/09/23|1|2010/07/26|DESPESA|41806|0|FUNDO ESTADUAL DE SAUDE|HUNKPAME ALAIRA IZO|2010|PJ
510526|24255952000114|002157|APOIAR FINANCEIRAMENTE A ENTIDADE INSTITUTO DA MELHOR IDADE. O RECURSO REPASSADO PELO ESTADO SERA 535.536,00, DIVIDIDO EM 03 PARCELAS DE 178.512,00 NOS MESES DE JUN, SET E DEZ 2010.|015/2010|104|27359|UNICA|2010/06/29|2011/03/28|642186|2010/07/01|1|2010/06/23|DESPESA|642186|0|FUNDO ESTADUAL DE ASSISTENCIA SOCIAL|INSTITUTO DA MELHOR IDADE|2010|PJ
510526|02911666000127|002170|APOIAR FINANCEIRAMENTE A ASSOCIACAO ESPERANCA E VIDA PROJETO THALLITA.|014/2010|104|27359|UNICA|2010/07/01|2011/06/30|122400|2010/07/08|1|2010/06/30|DESPESA|122400|0|FUNDO ESTADUAL DE ASSISTENCIA SOCIAL|ASSOCIACAO ESPERANCA E VIDA (PROJ THALLITA)|2010|PJ
510557|04064568000127|002164|O CONVENIO TEM POR OBJETO PROMOVER O RESGATE E DEMOCRATIZAR O ACESSO A CULTURA SERTANEJA|012010-SECULT-|104|27359|UNICA|2010/05/05|2011/05/04|96200|2010/07/02|1|2010/04/30|DESPESA|96200|0|FUNDO DE DESENVOLVIMENTO DE ACOES CULTURAIS|FUNDACAO DELMIRO GOUVEIA - FUNDEG|2010|PJ
520029|10342852000110|002215|CONSOLIDAR O PROJETO DE CAPACITACAO DE GESTORES NO MODELO DE EXCELENCIA NA GESTAO E A AVALIACAO DA GESTAO DAS ORGANIZACOES COM BASE NO INSTRUMENTO CRITERIOS COMPROMISSOS COM AEXCELECNCIAE RUMO A EXCEL|CONVENIO 05/10|104|27359|11001|2010/08/04|2010/12/04|33000|2010/10/18|1|2010/08/04|DESPESA|33000|0|SECRET DE ESTADO DO DESENVOLVI ECONOMICO|MOVIMENTO ALAGOAS COMPETITIVA|2010|PJ
520030|09536120000182|002128|AQUISICAO DE SEMENTES (DIVERSAS) DESTINADAS A SEAGRI.|CONTRATO SEAGR|104|27359|11001|2010/04/14|2010/10/13|600000|2010/05/05|1|2010/04/13|DESPESA|600000|0|SEC DE EST DA AGRIC PEC.PESCA E AQUICULTURA|FERNANDO JOAO PREZZOTTO|2010|PJ
520030|10799583000116|002211|REALIZACAO DA VII FERSUCRO-FEIRA SUCROALCOOLEIRA E XXVI SIMPOSIO DA AGROINDUSTRIA DA CANA-DE-ACUCAR DE ALAGOAS, NO PERIODO DE 02 A 06 DE AGOSTO DE 2010, NO MUNICIPIO DE MACEIO. VALOR REFERENTE AO GOV|CONV N 06/2010|104|27359|UNICA|2010/08/06|2010/08/06|25300|2010/09/27|1|2010/08/05|DESPESA|25300|0|SEC DE EST DA AGRIC PEC.PESCA E AQUICULTURA|STAB-SOC. DOS TECNICOS ACUCAREIRO DO BRASIL|2010|PJ
510524|00872673000131|002190|ATENDIMENTO DE 60 PESSOAS COM DUAS SESSOES SEMANAIS POSSIBILITANDO ATIVIDADES ESPSCIFICAS ATRAVES DA EQUOTERAPIA|03/2010|104|27359|UNICA|2010/07/08|2011/09/08|108000|2010/08/11|1|2010/07/07|DESPESA|108000|0|FUNDO ESTADUAL DE SAUDE|ASSOCIACAO DE EQUOTERAPIA DE ALAGOAS - AEA|2010|PJ
510526|12498937000118|002204|PRESTACAO DE SERVICOS DE FORNECIMENTO   E DISTRIBUICAO DE 3.000 LITROS DE SOPAS DIARIAS PARA SEREM DISTRIBUIDAS AS COMUNIDADES DE MACEIO, TUDO EM CONSONANCIA COM OTERMO DE REFERENCIA ANEXO UNICO.|CONTRATO N. 00|104|27359|11001|2010/06/10|2011/06/10|1120540|2010/09/17|1|2010/06/22|DESPESA|1120540|0|FUNDO ESTADUAL DE ASSISTENCIA SOCIAL|SOPROBEM SERV PROM E BEM ESTAR COMUNITARIO|2010|PJ
520030|08606496000234|002132|AQUISICAO DE SEMENTES (DIVERSAS) DESTINADAS A SEAGRI.|CONTRATO SEAGR|104|27359|11001|2010/04/14|2010/10/14|364680|2010/05/12|1|2010/04/13|DESPESA|364680|0|SEC DE EST DA AGRIC PEC.PESCA E AQUICULTURA|SAFRANORTE SEMENTES LTDA|2010|PJ
520030|07365874000191|002227|PROMOVER A REALIZACAO DA XI FEIRA DA REFORMA AGRARIA NO ESTADO DE ALAGOAS.   CONTRAPARTIDA DO ESTADO: 40.000,00.|CONV COOPERACA|104|27359|UNICA|2010/12/10|2010/12/12|42235|2010/12/21|1|2010/12/09|DESPESA|42235|0|SEC DE EST DA AGRIC PEC.PESCA E AQUICULTURA|CENTRO DE CAPACITACAO ZUMBI DOS PALMARES|2010|PJ
520030|01612452000197|002311|ADESAO AO FUNDO GARANTIA - SAFRA QUE CELEBRA O ESTADO DE ALAGOAS PERANTE A   UNIAO FEDERAL REFERENTE AO ANO AGRICOLA 2010/2011. PUBLICADO NO DOE-AL EM 21/DEZ/11 PAGINA 4, DECRETO 17.128 DE 20/DEZ/11;|GARANTIA-SAFRA|104|27359|11001|2010/06/21|2012/12/31|489024|2011/12/22|1|2010/06/21|DESPESA|489024|0|SEC DE EST DA AGRIC PEC.PESCA E AQUICULTURA|MINISTERIO DO DESENVOLVIMENTO AGRARIO|2010|PJ
530031|06034228000189|002156|EXECUCAO DE OBRAS E SERVIDOS DE PAVIMENTACAO, DRENAGEM DE AGUAS PLUVIAIS, TERRAPLANAGEM, REDE DE AGUA...NO POLO DA MADEIRA E MOVEIS DA CIDADE DE ARAPIRACA,|CONTRATO N.16/|104|27359|11001|2010/06/30|2010/12/31|4277793.05|2010/06/30|1|2010/05/05|DESPESA|4277793.05|0|SECRETARIA DE ESTADO DA INFRA-ESTRUTURA|PLATARFORMA ENGENHARIA LTDA|2010|PJ
510524|12250916000189|002160|PARCERIA P MANUTENCAO DO HOSPITAL REGIONAL DR. CLODOLFO RODRIGUES DE MELLO, BUSCANDO A QUALIFICACAO DA ASSISTENCIA NO PROCESSO DE GESTAO HOSPITALAR.      RECURSO DIVIDIDO EM 07 PARCELAS DE 1.878.000,0|02/2010|104|27359|UNICA|2010/07/01|2011/02/01|13146000|2010/07/01|1|2010/06/30|DESPESA|13146000|0|FUNDO ESTADUAL DE SAUDE|PREF MUNI SANTANA DO IPANEMA|2010|PJ
510524|05028276000100|002183|SENSIBILIZAR A POPULACAO DOS BAIRROS DE BOM PARTO E BREJAL QUE CONTAM COM APROXIMADAMENTE 25.000 HABITANTES PARA A PRATICA DE SEXO SEGURO|04/2010|104|27359|0606250000|2010/07/16|2010/09/16|41418.9|2010/08/10|1|2010/07/15|DESPESA|41418.9|0|FUNDO ESTADUAL DE SAUDE|ORGANIZACAO MULUNGU|2010|PJ
510524|09104419000168|002184|PROMOVER ACOES QUE POSSAM CONTRIBUIR SOBRE OS DIREITOS DAS PESSOAS QUE VIVEM COMHIV , AIDS E SUAS POSPULACOES VULNERAVEIS|05/2010|104|27359|0606250000|2010/07/16|2011/09/16|41260|2010/08/11|1|2010/07/15|DESPESA|41260|0|FUNDO ESTADUAL DE SAUDE|ASSOC DE JOVENS GLBTS DE ALAGOAS|2010|PJ
530031|12333738000150|002159|REPASSE DE RECURSOS AO MUNICIPIO DE CAJUEIRO, VIA SISTEMA DE ABASTECIMENTO DEAGUA-SAAE, VISANDO RESTAURACAO DA ESTACAO DE TRATAMENTO DE ESGOTO-ETE.|CONVENIO 02/10|104|27359|0605007489|2010/06/01|2011/05/31|101415.15|2010/07/01|1|2010/05/31|DESPESA|101415.15|0|SECRETARIA DE ESTADO DA INFRA-ESTRUTURA|PREF MUNI CAJUEIRO|2010|PJ
530031|12250916000189|002234|CONCLUSAO DOS SERVICOS DE PAVIMENTACAO NAS RUAS DOS MUNICIPIOS DE SANTANA DO IPANEMA, BEM COMO NO POVOADO AREIA BRANCA. CONTRAPARTIDA: 823.721,71; DIVIDIDOS EM 02 PARCELAS DE 257.333,34, E A ULTIMA DE|0041/2010.|104|27359|UNICA|2010/12/29|2011/06/28|823721.71|2010/12/29|1|2010/12/28|DESPESA|823721.71|0|SECRETARIA DE ESTADO DA INFRA-ESTRUTURA|PREF MUNI SANTANA DO IPANEMA|2010|PJ
510524|06004296000103|002186|O PRESENTE CONVENIO TEM POR OBJETO CONTRIBUIR PARA REDUZIR A INCIDENCIA DA DST/HIV/AIDS, A PARTIR DE ACOES INFORMATIVO/EDUCATIVAS DIRIGIDAS A PREVENCAO DESSAS DOENCAS JUNTO A 150 HOMOSSEXU E BISEXUAIS|07/2010|104|27359|0606250000|2010/07/16|2010/09/16|41812.08|2010/08/11|1|2010/07/15|DESPESA|41812.08|0|FUNDO ESTADUAL DE SAUDE|ONG-AFINIDADES GLST-GAYS,LESB,SIMP E TRANG AL|2010|PJ
510524|05786767000101|002189|O DESENVOLVIMENTO SUSTENTAVEL TENDO EM SEU BOJO A APRENDIZAGEM E O TRABALHO EFETIVO , PROPORCIONANDO UMA MELHORIA NA QUALIDADE DE VIDA DAS PESSOAS QUE VIVEM COM HIV/AIDS|092010|104|27359|0606250000|2010/07/19|2011/09/19|41812.08|2010/08/11|1|2010/07/15|DESPESA|41812.08|0|FUNDO ESTADUAL DE SAUDE|HUNKPAME ALAIRA IZO|2010|PJ
510524|04995060000142|002208|TRABALHAR A PREVENCAO, EDUCACAO E ORIENTACAO SOBRE AS DST/HIV/AIDS COM A POPULACAO EM SITUACAO DE RUA, BUSCANDO RESOLVER OU MINORAR OS CASOS DE CONTAMINACAO. O RECURSO SERA LIBERADO EM 02 PARCELAS DE|CONV. 12/2010|104|27359|0606250000|2010/07/29|2011/07/28|40447|2010/09/23|1|2010/07/26|DESPESA|40447|0|FUNDO ESTADUAL DE SAUDE|UNIAO DE MOVIMENTOS DE MORADIA EM ALAGOAS|2010|PJ
520029|12316295000199|002212|PROJETO CULTIVO DE EUCALIPTO NO ESTADO DE ALAGOAS, GERANDO E FORNECENDO INFORMACOES  AOS INTEGRADORES E EMPREENDEDORES LOCAIS.VALOR DO CONVENIO PARA ESTA UG E DE R$ 40.000,00  .|CONVENIO 04/10|104|27359|11001|2010/09/01|2011/10/01|275630|2010/10/06|1|2010/08/18|DESPESA|275630|0|SECRET DE ESTADO DO DESENVOLVI ECONOMICO|FEDERACAO DA IND DO ESTADO DE AL - FIEA|2010|PJ
